username,review,rating,date,app,cleaned_review,processed_review,sentiment,rating_sentiment
Chandan Kumar,good,5,2026-03-11 20:51:33,Blinkit,good,good,Positive,Positive
Vaibhav Mishra,wrost,1,2026-03-11 20:51:25,Blinkit,wrost,wrost,Neutral,Negative
Antara Parrikar,good service And excellent rates,5,2026-03-11 20:51:18,Blinkit,good service and excellent rates,good service excellent rate,Positive,Positive
Sunny Diwakar,good,5,2026-03-11 20:51:01,Blinkit,good,good,Positive,Positive
Indian gamer YT,very very very very nice 🙂,5,2026-03-11 20:50:43,Blinkit,very very very very nice,nice,Positive,Positive
Manasi Nayak,very handy app based grocery shopping specially for working women,5,2026-03-11 20:49:40,Blinkit,very handy app based grocery shopping specially for working women,handy app based grocery shopping specially working woman,Neutral,Positive
Tirth ram,nice,5,2026-03-11 20:48:45,Blinkit,nice,nice,Positive,Positive
Vaishali Jasoliya,very bad because your dilevri boy not come in pasodara vistar surat,1,2026-03-11 20:48:19,Blinkit,very bad because your dilevri boy not come in pasodara vistar surat,bad dilevri boy come pasodara vistar surat,Negative,Negative
Deepak Gade,superb,5,2026-03-11 20:48:15,Blinkit,superb,superb,Positive,Positive
Indrajit Chatterjee,very nice app.,5,2026-03-11 20:48:08,Blinkit,very nice app,nice app,Positive,Positive
Akhil Bhardwaj,It's Good,5,2026-03-11 20:47:46,Blinkit,its good,good,Positive,Positive
BANASHREE GHOSH,Nice experience,4,2026-03-11 20:47:07,Blinkit,nice experience,nice experience,Positive,Positive
Kakinada Santoshvani,it delivery time punctuality is very good fixed time it will come,3,2026-03-11 20:46:27,Blinkit,it delivery time punctuality is very good fixed time it will come,delivery time punctuality good fixed time come,Positive,Neutral
Sneha Datta,so very good 💗 delivery was so fast,5,2026-03-11 20:42:26,Blinkit,so very good  delivery was so fast,good delivery fast,Positive,Positive
Vikramjit Singh,"very good price, quality, and all things they have on blinkit 😊",5,2026-03-11 20:40:56,Blinkit,very good price quality and all things they have on blinkit,good price quality thing blinkit,Positive,Positive
PRIYA VAIRAL,very good and helpful,5,2026-03-11 20:39:32,Blinkit,very good and helpful,good helpful,Positive,Positive
Gaming World,ok,5,2026-03-11 20:39:19,Blinkit,ok,ok,Neutral,Positive
Rajat kumar,good 👍,5,2026-03-11 20:38:30,Blinkit,good,good,Positive,Positive
Syeda Khatija,They need to have staff who can speak several languages like Hindi and English,4,2026-03-11 20:38:26,Blinkit,they need to have staff who can speak several languages like hindi and english,need staff speak several language like hindi english,Positive,Positive
Abhishek dwivedi,nice,5,2026-03-11 20:38:16,Blinkit,nice,nice,Positive,Positive
aditya paul (Ankur),good,5,2026-03-11 20:37:35,Blinkit,good,good,Positive,Positive
Deeksha Gupta,Good 👍👍👍,5,2026-03-11 20:37:11,Blinkit,good,good,Positive,Positive
Deepak Dafare,nice,4,2026-03-11 20:35:30,Blinkit,nice,nice,Positive,Positive
Subavani Azhagesan,total waste,1,2026-03-11 20:34:41,Blinkit,total waste,total waste,Negative,Negative
Samer Chakma,"First 2 to 3 orders they have delivered in time,, but later they take it granted,,, i have received a parcel even in open ,,,, when I try to connect to C Care ,,, no c Care only,,, no response,,,,very sad.",1,2026-03-11 20:32:27,Blinkit,first  to  orders they have delivered in time but later they take it granted i have received a parcel even in open  when i try to connect to c care  no c care only no responsevery sad,first order delivered time later take granted received parcel even open try connect care care responsevery sad,Positive,Negative
lawrence durai,Immediate delivery,5,2026-03-11 20:31:38,Blinkit,immediate delivery,immediate delivery,Neutral,Positive
Prasankumar palatasingh,very good,5,2026-03-11 20:31:16,Blinkit,very good,good,Positive,Positive
Ankit Bhati,very good,5,2026-03-11 20:30:39,Blinkit,very good,good,Positive,Positive
arun rc,good,3,2026-03-11 20:30:05,Blinkit,good,good,Positive,Neutral
Pooja Chauhan,good service,5,2026-03-11 20:28:15,Blinkit,good service,good service,Positive,Positive
Seenu Kumari,good,5,2026-03-11 20:27:57,Blinkit,good,good,Positive,Positive
Uma Prathima,good,5,2026-03-11 20:27:13,Blinkit,good,good,Positive,Positive
Mohammad Umar,good food good luck,4,2026-03-11 20:27:03,Blinkit,good food good luck,good food good luck,Positive,Positive
Mukarram ali,very excellent app 👍👍,5,2026-03-11 20:26:58,Blinkit,very excellent app,excellent app,Positive,Positive
Shubham Batham,yaha se electronic item koi bhi purchase mt karna kyuki galat chije bechne ke bad blinkit galat promote kar raha hain,1,2026-03-11 20:26:36,Blinkit,yaha se electronic item koi bhi purchase mt karna kyuki galat chije bechne ke bad blinkit galat promote kar raha hain,yaha electronic item koi bhi purchase karna kyuki galat chije bechne bad blinkit galat promote kar raha hain,Negative,Negative
Mridul Srivastava,bohot sahi app hai bhai,5,2026-03-11 20:26:27,Blinkit,bohot sahi app hai bhai,bohot sahi app hai bhai,Neutral,Positive
Pankaj Gogoi,good 👍,4,2026-03-11 20:25:02,Blinkit,good,good,Positive,Positive
alex akash,best,4,2026-03-11 20:24:30,Blinkit,best,best,Positive,Positive
ANIKA PRAJAPATI,grate experience,5,2026-03-11 20:23:59,Blinkit,grate experience,grate experience,Neutral,Positive
harsh tripathi,very nice app,5,2026-03-11 20:23:51,Blinkit,very nice app,nice app,Positive,Positive
Kottisa Srinu,super market,4,2026-03-11 20:23:25,Blinkit,super market,super market,Positive,Positive
Prem Sankhla,good 👍😊,5,2026-03-11 20:22:58,Blinkit,good,good,Positive,Positive
Sumitra Sumitra,good and fast delevery,5,2026-03-11 20:20:57,Blinkit,good and fast delevery,good fast delevery,Positive,Positive
Priyanka Mondal,"Today I ordered some products from blinkit, and the delivery person also arrived but he didn't have any change. Neither tried to arrange it , so I had to pay it online, then the amount was already deducted from my account and debited to blinkit. But blinkit is denying that they didn't the amount and not willing to refund the money. I faced a huge loss , now they are asking me to contact my bank. never ever will order anything from blinkit. nor recommended to anyone. I am very disappointed.",1,2026-03-11 20:20:33,Blinkit,today i ordered some products from blinkit and the delivery person also arrived but he didnt have any change neither tried to arrange it  so i had to pay it online then the amount was already deducted from my account and debited to blinkit but blinkit is denying that they didnt the amount and not willing to refund the money i faced a huge loss  now they are asking me to contact my bank never ever will order anything from blinkit nor recommended to anyone i am very disappointed,today ordered product blinkit delivery person also arrived didnt change neither tried arrange pay online amount already deducted account debited blinkit blinkit denying didnt amount willing refund money faced huge loss asking contact bank never ever order anything blinkit recommended anyone disappointed,Negative,Negative
Vikas Kumar,Good,5,2026-03-11 20:18:44,Blinkit,good,good,Positive,Positive
Rajkumar Choudhry,ok,5,2026-03-11 20:18:14,Blinkit,ok,ok,Neutral,Positive
Sunmoni Mahatoo,not good product 😞,1,2026-03-11 20:16:08,Blinkit,not good product,good product,Positive,Negative
Golu Kumar,a star Ritesh colony p,5,2026-03-11 20:15:48,Blinkit,a star ritesh colony p,star ritesh colony,Neutral,Positive
alka babbar,Has fine variety available but seems a bit pricier sometimes. Sometimes it has different prices for the same product to different individuals.,3,2026-03-11 20:15:36,Blinkit,has fine variety available but seems a bit pricier sometimes sometimes it has different prices for the same product to different individuals,fine variety available seems bit pricier sometimes sometimes different price product different individual,Positive,Neutral
Abhinaba Patra,good,5,2026-03-11 20:15:26,Blinkit,good,good,Positive,Positive
anjai baid,excellent,5,2026-03-11 20:15:11,Blinkit,excellent,excellent,Positive,Positive
Rahul_ Aherkar_ Art's,ok,1,2026-03-11 20:14:47,Blinkit,ok,ok,Neutral,Negative
Geethamrutha1984 geetha,Delivery charge small cart fee handling fee IT IS TOO EXPENSIVE,3,2026-03-11 20:14:46,Blinkit,delivery charge small cart fee handling fee it is too expensive,delivery charge small cart fee handling fee expensive,Neutral,Neutral
Ritesh Arya,nice but can be a bit faster in more local areas overall it's a great ap,4,2026-03-11 20:12:58,Blinkit,nice but can be a bit faster in more local areas overall its a great ap,nice bit faster local area overall great,Positive,Positive
Meharjot Kaur,"good survice, safety ,delivery at time",4,2026-03-11 20:12:42,Blinkit,good survice safety delivery at time,good survice safety delivery time,Positive,Positive
Yogesh Chandar,nice,5,2026-03-11 20:12:34,Blinkit,nice,nice,Positive,Positive
Shainwaz Parveen,sexy app,5,2026-03-11 20:11:13,Blinkit,sexy app,sexy app,Positive,Positive
naigapula bhavani,good app,4,2026-03-11 20:10:39,Blinkit,good app,good app,Positive,Positive
Jaanmoni Borman,ok,5,2026-03-11 20:10:12,Blinkit,ok,ok,Neutral,Positive
Madhuri Sharma,delivery boy was good,5,2026-03-11 20:10:11,Blinkit,delivery boy was good,delivery boy good,Positive,Positive
Rajni Rajni bishnoi,okay 👍 thank you blinkit,5,2026-03-11 20:10:05,Blinkit,okay  thank you blinkit,okay thank blinkit,Positive,Positive
Neha Tiwari,fake services i have emergency but order delivered late,1,2026-03-11 20:09:37,Blinkit,fake services i have emergency but order delivered late,fake service emergency order delivered late,Negative,Negative
Swati Jadhav,good,4,2026-03-11 20:08:57,Blinkit,good,good,Positive,Positive
syed saud ahmed,worst,1,2026-03-11 20:08:47,Blinkit,worst,worst,Negative,Negative
Vandana Ji,it's quick service,5,2026-03-11 20:08:01,Blinkit,its quick service,quick service,Neutral,Positive
Sandeep Chary,Good,4,2026-03-11 20:07:59,Blinkit,good,good,Positive,Positive
Gita Saha,Wonderful and quick service,5,2026-03-11 20:07:36,Blinkit,wonderful and quick service,wonderful quick service,Positive,Positive
Abhishek Singh,super app,5,2026-03-11 20:06:13,Blinkit,super app,super app,Positive,Positive
Avishek Dugar,Good & Helpful Service Provider..,4,2026-03-11 20:06:07,Blinkit,good  helpful service provider,good helpful service provider,Positive,Positive
shamshad Ahmad Khan,vegetables quality may improve lemon quality is not good,4,2026-03-11 20:06:01,Blinkit,vegetables quality may improve lemon quality is not good,vegetable quality may improve lemon quality good,Positive,Positive
Uma Shankar,Good,3,2026-03-11 20:05:38,Blinkit,good,good,Positive,Neutral
arun Pandi,Good,4,2026-03-11 20:04:53,Blinkit,good,good,Positive,Positive
dharmendra singh,ok,4,2026-03-11 20:03:27,Blinkit,ok,ok,Neutral,Positive
Pushpender Jhanjhot,very good blinkit all product available this app,5,2026-03-11 20:03:17,Blinkit,very good blinkit all product available this app,good blinkit product available app,Positive,Positive
Tanu Anand,very usefull app,5,2026-03-11 20:03:10,Blinkit,very usefull app,usefull app,Neutral,Positive
navdeep kathuria,"late deliveries. improper packages, delayed returns and refunds",1,2026-03-11 20:01:47,Blinkit,late deliveries improper packages delayed returns and refunds,late delivery improper package delayed return refund,Negative,Negative
Honey money top SKD,good 😊,5,2026-03-11 20:01:43,Blinkit,good,good,Positive,Positive
Nisha K,very very good app . it was really mesmerising one 😊😍.but some items are unavailable but it's ok,4,2026-03-11 20:00:25,Blinkit,very very good app  it was really mesmerising one but some items are unavailable but its ok,good app really mesmerising one item unavailable,Positive,Positive
Promila Tanwar,don't have manner to talk from customer . I can expect good next time,1,2026-03-11 19:59:29,Blinkit,dont have manner to talk from customer  i can expect good next time,dont manner talk customer expect good next time,Positive,Negative
Shakuntala Kumari,good,4,2026-03-11 19:59:12,Blinkit,good,good,Positive,Positive
VISHAL SINGH,it's too fast baby 👶 I'm like it.,5,2026-03-11 19:58:59,Blinkit,its too fast baby  im like it,fast baby like,Positive,Positive
Vishal Singh,superb,4,2026-03-11 19:58:24,Blinkit,superb,superb,Positive,Positive
B Manmadha Acharya,good,5,2026-03-11 19:58:11,Blinkit,good,good,Positive,Positive
Larry Bakmen Diengdoh,Now servicing in main area like Police Bazar in Shillong,1,2026-03-11 19:57:05,Blinkit,now servicing in main area like police bazar in shillong,servicing main area like police bazar shillong,Positive,Negative
Shruti Pandey,ok,4,2026-03-11 19:55:08,Blinkit,ok,ok,Neutral,Positive
Shubham Sharma,Delivery time is very slow,2,2026-03-11 19:55:05,Blinkit,delivery time is very slow,delivery time slow,Neutral,Negative
Gourav Rai,idk it's just a good aap,5,2026-03-11 19:55:03,Blinkit,idk its just a good aap,idk good aap,Positive,Positive
कविता Rhyme,👍🏻 good,5,2026-03-11 19:54:21,Blinkit,good,good,Positive,Positive
Netrapal Singh,good app,5,2026-03-11 19:54:20,Blinkit,good app,good app,Positive,Positive
Zara Khan,the extra charges are so much that I am not going to order again. Example: if I order something that is cheaper than 200 rupees that will not cost me 210 or like 205 they directly add 30 rupees for delivery charges the bag price 05 rupees that's why blinkit is not for middle class family it is a strategy that blinkit know that if I order something above 200 than dilevery is free but now new update that they are costing order that something is above 450 rupees that's why I don't like blinkit 😭,1,2026-03-11 19:54:15,Blinkit,the extra charges are so much that i am not going to order again example if i order something that is cheaper than  rupees that will not cost me  or like  they directly add  rupees for delivery charges the bag price  rupees thats why blinkit is not for middle class family it is a strategy that blinkit know that if i order something above  than dilevery is free but now new update that they are costing order that something is above  rupees thats why i dont like blinkit,extra charge much going order example order something cheaper rupee cost like directly add rupee delivery charge bag price rupee thats blinkit middle class family strategy blinkit know order something dilevery free new update costing order something rupee thats dont like blinkit,Positive,Negative
